repo_name,microservice_version,has_paths,error_name,error_code,error_message
individual-calculations-api,v1,True,RuleNoIncomeSubmissionsExistError,RULE_NO_INCOME_SUBMISSIONS_EXIST,No income submissions exist for the tax year
individual-calculations-api,v1,True,RuleCalculationErrorMessagesExist,RULE_CALCULATION_ERROR_MESSAGES_EXIST,Calculation error messages exist for the supplied calculation ID
individual-calculations-api,v1,True,NoAllowancesDeductionsAndReliefsExist,NO_ALLOWANCES_DEDUCTIONS_RELIEFS_EXIST,"No allowances, deductions and reliefs data exists"
individual-calculations-api,v1,True,RuleNoSubmissionsExistError,RULE_NO_SUBMISSIONS_EXIST,No periodic or annual income data has been submitted
individual-calculations-api,v1,True,RuleFinalDeclarationReceivedError,RULE_FINAL_DECLARATION_RECEIVED,Crystallisation declaration has already been received
individual-calculations-api,v1,True,RuleIncomeSourcesChangedError,RULE_INCOME_SOURCES_CHANGED,Income sources data has changed. Perform intent to crystallise
individual-calculations-api,v1,True,RuleRecentSubmissionsExistError,RULE_RECENT_SUBMISSIONS_EXIST,More recent submissions exist. Perform intent to crystallise
individual-calculations-api,v1,True,RuleResidencyChangedError,RULE_RESIDENCY_CHANGED,Residency has changed. Perform intent to crystallise
individual-calculations-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individual-calculations-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individual-calculations-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individual-calculations-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individual-calculations-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individual-calculations-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individual-calculations-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individual-calculations-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individual-calculations-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individual-calculations-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individual-calculations-api,v2,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individual-calculations-api,v2,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individual-calculations-api,v2,True,CalculationIdFormatError,FORMAT_CALC_ID,The provided Calculation ID is invalid
individual-calculations-api,v2,True,TypeFormatError,FORMAT_TYPE,The provided type value is invalid
individual-calculations-api,v2,True,NoMessagesExistError,NO_MESSAGES_PRESENT,No messages present
individual-calculations-api,v2,True,EndOfYearEstimateNotPresentError,END_OF_YEAR_ESTIMATE_NOT_PRESENT,End of year estimate data will only be returned for an in-year calculation
individual-calculations-api,v2,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"Tax year not supported, because it precedes the earliest allowable tax year"
individual-calculations-api,v2,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individual-calculations-api,v2,True,RuleNoIncomeSubmissionsExistError,RULE_NO_INCOME_SUBMISSIONS_EXIST,No income submissions exist for the tax year
individual-calculations-api,v2,True,RuleCalculationErrorMessagesExist,RULE_CALCULATION_ERROR_MESSAGES_EXIST,Calculation error messages exist for the supplied calculation ID
individual-calculations-api,v2,True,NoAllowancesDeductionsAndReliefsExist,NO_ALLOWANCES_DEDUCTIONS_RELIEFS_EXIST,"No allowances, deductions and reliefs data exists"
individual-calculations-api,v2,True,RuleNoSubmissionsExistError,RULE_NO_SUBMISSIONS_EXIST,No periodic or annual income data has been submitted
individual-calculations-api,v2,True,RuleSubmissionFailed,RULE_SUBMISSION_FAILED,The submission cannot be completed due to validation failures
individual-calculations-api,v2,True,RuleFinalDeclarationReceivedError,RULE_FINAL_DECLARATION_RECEIVED,Crystallisation declaration has already been received
individual-calculations-api,v2,True,RuleIncomeSourcesChangedError,RULE_INCOME_SOURCES_CHANGED,Income sources data has changed. Perform intent to crystallise
individual-calculations-api,v2,True,RuleIncomeSourcesInvalid,RULE_INCOME_SOURCES_INVALID,No valid income sources could be found
individual-calculations-api,v2,True,RuleRecentSubmissionsExistError,RULE_RECENT_SUBMISSIONS_EXIST,More recent submissions exist. Perform intent to crystallise
individual-calculations-api,v2,True,RuleResidencyChangedError,RULE_RESIDENCY_CHANGED,Residency has changed. Perform intent to crystallise
individual-calculations-api,v2,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individual-calculations-api,v2,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individual-calculations-api,v2,True,BadRequestError,INVALID_REQUEST,Invalid request
individual-calculations-api,v2,True,BVRError,BUSINESS_ERROR,Business validation error
individual-calculations-api,v2,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individual-calculations-api,v2,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individual-calculations-api,v2,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individual-calculations-api,v2,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individual-calculations-api,v2,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individual-calculations-api,v2,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individual-losses-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individual-losses-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individual-losses-api,v1,True,AmountFormatError,FORMAT_LOSS_AMOUNT,The format of the loss amount is invalid
individual-losses-api,v1,True,LossIdFormatError,FORMAT_LOSS_ID,The provided loss ID is invalid
individual-losses-api,v1,True,ClaimIdFormatError,FORMAT_CLAIM_ID,The provided claim ID is invalid
individual-losses-api,v1,True,SelfEmploymentIdFormatError,FORMAT_SELF_EMPLOYMENT_ID,The supplied self-employment ID format is invalid
individual-losses-api,v1,True,TypeOfLossFormatError,FORMAT_TYPE_OF_LOSS,The supplied type of loss format is invalid
individual-losses-api,v1,True,TypeOfClaimFormatError,FORMAT_TYPE_OF_CLAIM,The supplied type of claim format is invalid or the type of claim is not recognised
individual-losses-api,v1,True,ClaimTypeFormatError,FORMAT_CLAIM_TYPE,The provided claim type is invalid
individual-losses-api,v1,True,SequenceFormatError,FORMAT_SEQUENCE,The provided sequence number is invalid
individual-losses-api,v1,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"Tax year not supported, because it precedes the earliest allowable tax year"
individual-losses-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individual-losses-api,v1,True,RuleTaxYearRangeInvalid,RULE_TAX_YEAR_RANGE_INVALID,Tax year range invalid. A tax year range of one year is required
individual-losses-api,v1,True,RuleTaxYearNotEndedError,RULE_TAX_YEAR_NOT_ENDED,The tax year for this brought forward loss has not yet ended
individual-losses-api,v1,True,RuleSelfEmploymentId,RULE_SELF_EMPLOYMENT_ID,A self-employment ID can only be supplied for a self-employment business type
individual-losses-api,v1,True,RuleInvalidLossAmount,RULE_LOSS_AMOUNT,Amount should be a positive number less than 99999999999.99 with up to 2 decimal places
individual-losses-api,v1,True,RuleDuplicateSubmissionError,RULE_DUPLICATE_SUBMISSION,A brought forward loss already exists for this income source
individual-losses-api,v1,True,RuleDuplicateClaimSubmissionError,RULE_DUPLICATE_SUBMISSION,This claim matches a previous submission
individual-losses-api,v1,True,RuleDeleteAfterCrystallisationError,RULE_DELETE_AFTER_CRYSTALLISATION,This loss cannot be deleted after crystallisation
individual-losses-api,v1,True,RuleTypeOfClaimInvalid,RULE_TYPE_OF_CLAIM_INVALID,The claim type selected is not available for this type of loss
individual-losses-api,v1,True,RuleClaimTypeNotChanged,RULE_ALREADY_EXISTS,The type of claim has already been requested in this tax year for this income source
individual-losses-api,v1,True,RulePeriodNotEnded,RULE_PERIOD_NOT_ENDED,The relevant accounting period has not yet ended
individual-losses-api,v1,True,RuleLossAmountNotChanged,RULE_NO_CHANGE,The brought forward loss amount has not changed
individual-losses-api,v1,True,RuleNoAccountingPeriod,RULE_NO_ACCOUNTING_PERIOD,For the year of the claim there is no accounting period
individual-losses-api,v1,True,RuleInvalidSequenceStart,RULE_INVALID_SEQUENCE_START,The sequence does not begin with 1
individual-losses-api,v1,True,RuleSequenceOrderBroken,RULE_SEQUENCE_ORDER_BROKEN,The sequence is not continuous
individual-losses-api,v1,True,RuleLossClaimsMissing,RULE_LOSS_CLAIMS_MISSING,One or more loss claims missing from this request
individual-losses-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individual-losses-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individual-losses-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individual-losses-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individual-losses-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individual-losses-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individual-losses-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individual-losses-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individual-losses-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individual-losses-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individual-losses-api,v2,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individual-losses-api,v2,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided Tax year is invalid
individual-losses-api,v2,True,AmountFormatError,FORMAT_LOSS_AMOUNT,The provided Loss amount is invalid
individual-losses-api,v2,True,LossIdFormatError,FORMAT_LOSS_ID,The provided loss ID is invalid
individual-losses-api,v2,True,ClaimIdFormatError,FORMAT_CLAIM_ID,The provided claim ID is invalid
individual-losses-api,v2,True,BusinessIdFormatError,FORMAT_BUSINESS_ID,The provided Business ID is invalid
individual-losses-api,v2,True,TypeOfLossFormatError,FORMAT_TYPE_OF_LOSS,The provided Type of Loss is invalid
individual-losses-api,v2,True,TypeOfClaimFormatError,FORMAT_TYPE_OF_CLAIM,The provided Type of claim is invalid
individual-losses-api,v2,True,ClaimTypeFormatError,FORMAT_CLAIM_TYPE,The provided claim type is invalid
individual-losses-api,v2,True,SequenceFormatError,FORMAT_SEQUENCE,The provided sequence number is invalid
individual-losses-api,v2,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"Tax year not supported, because it precedes the earliest allowable tax year"
individual-losses-api,v2,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individual-losses-api,v2,True,RuleTaxYearRangeInvalid,RULE_TAX_YEAR_RANGE_INVALID,Tax year range invalid. A tax year range of one year is required
individual-losses-api,v2,True,RuleTaxYearNotEndedError,RULE_TAX_YEAR_NOT_ENDED,The tax year for this brought forward loss has not yet ended
individual-losses-api,v2,True,RuleBusinessId,RULE_BUSINESS_ID,A Business ID must be supplied for a self-employment or a foreign property business type.
individual-losses-api,v2,True,RuleInvalidLossAmount,RULE_LOSS_AMOUNT,Amount should be a positive number less than 99999999999.99 with up to 2 decimal places
individual-losses-api,v2,True,RuleDuplicateSubmissionError,RULE_DUPLICATE_SUBMISSION,A brought forward loss already exists for this income source
individual-losses-api,v2,True,RuleDuplicateClaimSubmissionError,RULE_DUPLICATE_SUBMISSION,This claim matches a previous submission
individual-losses-api,v2,True,RuleDeleteAfterCrystallisationError,RULE_DELETE_AFTER_CRYSTALLISATION,This loss cannot be deleted after crystallisation
individual-losses-api,v2,True,RuleTypeOfClaimInvalid,RULE_TYPE_OF_CLAIM_INVALID,The claim type selected is not available for this type of loss
individual-losses-api,v2,True,RuleClaimTypeNotChanged,RULE_ALREADY_EXISTS,The type of claim has already been requested in this tax year for this income source
individual-losses-api,v2,True,RulePeriodNotEnded,RULE_PERIOD_NOT_ENDED,The relevant accounting period has not yet ended
individual-losses-api,v2,True,RuleLossAmountNotChanged,RULE_NO_CHANGE,The brought forward loss amount has not changed
individual-losses-api,v2,True,RuleNoAccountingPeriod,RULE_NO_ACCOUNTING_PERIOD,For the year of the claim there is no accounting period
individual-losses-api,v2,True,RuleInvalidSequenceStart,RULE_INVALID_SEQUENCE_START,The sequence does not begin with 1
individual-losses-api,v2,True,RuleSequenceOrderBroken,RULE_SEQUENCE_ORDER_BROKEN,The sequence is not continuous
individual-losses-api,v2,True,RuleLossClaimsMissing,RULE_LOSS_CLAIMS_MISSING,One or more loss claims missing from this request
individual-losses-api,v2,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individual-losses-api,v2,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individual-losses-api,v2,True,BadRequestError,INVALID_REQUEST,Invalid request
individual-losses-api,v2,True,BVRError,BUSINESS_ERROR,Business validation error
individual-losses-api,v2,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individual-losses-api,v2,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individual-losses-api,v2,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client or agent is not authorised
individual-losses-api,v2,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individual-losses-api,v2,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individual-losses-api,v2,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-business-eops-api,v1,True,RuleTaxYearRangeInvalid,RULE_TAX_YEAR_RANGE_INVALID,Tax year range invalid. A tax year range of one year is required
individuals-business-eops-api,v1,True,TypeOfBusinessFormatError,FORMAT_TYPE_OF_BUSINESS,The provided type of business is invalid
individuals-business-eops-api,v1,True,BusinessIdFormatError,FORMAT_BUSINESS_ID,The provided Business ID is invalid
individuals-business-eops-api,v1,True,StartDateFormatError,FORMAT_START_DATE,The provided Start date is invalid
individuals-business-eops-api,v1,True,EndDateFormatError,FORMAT_END_DATE,The provided End date is invalid
individuals-business-eops-api,v1,True,FinalisedFormatError,FORMAT_FINALISED,The provided Finalised value is invalid
individuals-business-eops-api,v1,True,RangeEndDateBeforeStartDateError,RANGE_END_DATE_BEFORE_START_DATE,The End date must be after the Start date
individuals-business-eops-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-business-eops-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-business-eops-api,v1,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"Tax year not supported, because it precedes the earliest allowable tax year"
individuals-business-eops-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-business-eops-api,v1,True,RuleNotFinalisedError,RULE_NOT_FINALISED,Finalised must be set to true
individuals-business-eops-api,v1,True,RuleAlreadySubmittedError,RULE_ALREADY_SUBMITTED,An End of Period Statement already exists for this business' accounting period.
individuals-business-eops-api,v1,True,RuleEarlySubmissionError,RULE_EARLY_SUBMISSION,An End Of Period Statement cannot be submitted before the end of the accounting period.
individuals-business-eops-api,v1,True,RuleLateSubmissionError,RULE_LATE_SUBMISSION,The period to finalise has passed
individuals-business-eops-api,v1,True,RuleNonMatchingPeriodError,RULE_NON_MATCHING_PERIOD,An End of Period Statement without a matching accounting period cannot be submitted
individuals-business-eops-api,v1,True,RuleConsolidatedExpensesError,RULE_CONSOLIDATED_EXPENSES,"Consolidated expenses not allowed, threshold exceeded"
individuals-business-eops-api,v1,True,RuleMismatchedStartDateError,RULE_MISMATCHED_START_DATE,The period submission start date must match the accounting period start date
individuals-business-eops-api,v1,True,RuleMismatchedEndDateError,RULE_MISMATCHED_END_DATE,The period submission end date must match the accounting period end date
individuals-business-eops-api,v1,True,RuleFHLPrivateUseAdjustment,RULE_FHL_PRIVATE_USE_ADJUSTMENT,"For UK Furnished Holiday Lettings, the private use adjustment must not exceed the total allowable expenses"
individuals-business-eops-api,v1,True,RuleNonFHLPrivateUseAdjustment,RULE_NON_FHL_PRIVATE_USE_ADJUSTMENT,"For UK non-Furnished Holiday Lettings, the private use adjustment must not exceed the total allowable expenses"
individuals-business-eops-api,v1,True,NotFoundError,MATCHING_RESOURCE_NOT_FOUND,Matching resource not found
individuals-business-eops-api,v1,True,DownstreamError,INTERNAL_SERVER_ERROR,An internal server error occurred
individuals-business-eops-api,v1,True,BadRequestError,INVALID_REQUEST,Invalid request
individuals-business-eops-api,v1,True,BVRError,BUSINESS_ERROR,Business validation error
individuals-business-eops-api,v1,True,ServiceUnavailableError,SERVICE_UNAVAILABLE,Internal server error
individuals-business-eops-api,v1,True,UnauthorisedError,CLIENT_OR_AGENT_NOT_AUTHORISED,The client and/or agent is not authorised
individuals-business-eops-api,v1,True,InvalidBearerTokenError,UNAUTHORIZED,Bearer token is missing or not authorized
individuals-business-eops-api,v1,True,InvalidAcceptHeaderError,ACCEPT_HEADER_INVALID,The accept header is missing or invalid
individuals-business-eops-api,v1,True,UnsupportedVersionError,NOT_FOUND,The requested resource could not be found
individuals-business-eops-api,v1,True,InvalidBodyTypeError,INVALID_BODY_TYPE,Expecting text/json or application/json body
individuals-charges-api,v1,True,NinoFormatError,FORMAT_NINO,The provided NINO is invalid
individuals-charges-api,v1,True,TaxYearFormatError,FORMAT_TAX_YEAR,The provided tax year is invalid
individuals-charges-api,v1,True,AmountFormatError,FORMAT_LOSS_AMOUNT,The format of the loss amount is invalid
individuals-charges-api,v1,True,LossIdFormatError,FORMAT_LOSS_ID,The provided loss ID is invalid
individuals-charges-api,v1,True,ClaimIdFormatError,FORMAT_CLAIM_ID,The provided claim ID is invalid
individuals-charges-api,v1,True,SelfEmploymentIdFormatError,FORMAT_SELF_EMPLOYMENT_ID,The supplied self-employment ID format is invalid
individuals-charges-api,v1,True,TypeOfLossFormatError,FORMAT_TYPE_OF_LOSS,The supplied type of loss format is invalid
individuals-charges-api,v1,True,TypeOfClaimFormatError,FORMAT_TYPE_OF_CLAIM,The supplied type of claim format is invalid or the type of claim is not recognised
individuals-charges-api,v1,True,ClaimTypeFormatError,FORMAT_CLAIM_TYPE,The provided claim type is invalid
individuals-charges-api,v1,True,SequenceFormatError,FORMAT_SEQUENCE,The provided sequence number is invalid
individuals-charges-api,v1,True,CountryCodeFormatError,FORMAT_COUNTRY_CODE,The format of the country code is invalid
individuals-charges-api,v1,True,ProviderNameFormatError,FORMAT_PROVIDER_NAME,The provided name is invalid
individuals-charges-api,v1,True,ProviderAddressFormatError,FORMAT_PROVIDERS_ADDRESS,The provided address is invalid
individuals-charges-api,v1,True,QOPSRefFormatError,FORMAT_QOPS_REF,The provided QOPS reference number is invalid
individuals-charges-api,v1,True,PensionSchemeTaxRefFormatError,FORMAT_PENSION_SCHEME_TAX_REFERENCE,The provided pension scheme tax reference is invalid
individuals-charges-api,v1,True,ValueFormatError,FORMAT_VALUE,The field should be between 0 and 99999999999.99
individuals-charges-api,v1,True,RuleTaxYearNotSupportedError,RULE_TAX_YEAR_NOT_SUPPORTED,"Tax year not supported, because it precedes the earliest allowable tax year"
individuals-charges-api,v1,True,RuleIncorrectOrEmptyBodyError,RULE_INCORRECT_OR_EMPTY_BODY_SUBMITTED,An empty or non-matching body was submitted
individuals-charges-api,v1,True,RuleTaxYearRangeInvalid,RULE_TAX_YEAR_RANGE_INVALID,Tax year range invalid. A tax year range of one year is required
individuals-charges-api,v1,True,RuleTaxYearNotEndedError,RULE_TAX_YEAR_NOT_ENDED,The tax year for this brought forward loss has not yet ended
individuals-charges-api,v1,True,RuleSelfEmploymentId,RULE_SELF_EMPLOYMENT_ID,A self-employment ID can only be supplied for a self-employment business type
individuals-charges-api,v1,True,RuleInvalidLossAmount,RULE_LOSS_AMOUNT,Amount should be a positive number less than 99999999999.99 with up to 2 decimal places
